FIPS,State,County,REDEMP_SNAPS12,REDEMP_SNAPS17,PCH_REDEMP_SNAPS_12_17,PCT_SNAP12*,PCT_SNAP17*,PCH_SNAP_12_17*,PC_SNAPBEN12,PC_SNAPBEN17,PCH_PC_SNAPBEN_12_17,SNAP_PART_RATE11*,SNAP_PART_RATE16*,SNAP_OAPP09*,SNAP_OAPP16*,SNAP_CAP09*,SNAP_CAP16*,SNAP_BBCE09*,SNAP_BBCE16*,SNAP_REPORTSIMPLE09*,SNAP_REPORTSIMPLE16*,PCT_NSLP12*,PCT_NSLP17*,PCH_NSLP_12_17*,PCT_FREE_LUNCH10,PCT_FREE_LUNCH15,PCT_REDUCED_LUNCH10,PCT_REDUCED_LUNCH15,PCT_SBP12*,PCT_SBP17*,PCH_SBP_12_17*,PCT_SFSP12*,PCT_SFSP17*,PCH_SFSP_12_17*,PC_WIC_REDEMP11,PC_WIC_REDEMP16,PCH_PC_WIC_REDEMP_11_16,REDEMP_WICS11,REDEMP_WICS16,PCH_REDEMP_WICS_11_16,PCT_WIC12*,PCT_WIC17*,PCH_WIC_12_17*,PCT_WICINFANTCHILD14*,PCT_WICINFANTCHILD16*,PCH_WICINFANTCHILD_14_16*,PCT_WICWOMEN14*,PCT_WICWOMEN16*,PCH_WICWOMEN_14_16*,PCT_CACFP12*,PCT_CACFP17*,PCH_CACFP_12_17*,FDPIR12,FDPIR15,PCH_FDPIR_12_15,FOOD_BANKS18
01021,AL,Chilton,247911.59465240646,179241.60094117647,-27.699387681932052,18.90847619188084,16.50005631061468,-2.408419881266159,28.1759586334228,20.389406204223633,-27.635448455810547,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311036457,63.12658956791882,-5.099453542445751,52.30945412902405,55.92147746351544,6.820206133095813,5.165956347668862,27.20632814147452,33.475353939882964,6.269025798408446,3.1603198495282,6.369005538426613,3.208685688898413,21.231494903564453,17.610275268554688,-17.05588722229004,132505.765625,128836.7734375,-2.768930196762085,2.947682281853598,2.543569610894678,-0.40411267095892,33.481211465729324,32.910875735643216,-0.570335730086107,3.318826903929844,3.309759047081447,-0.009067856848397,0.891238705211899,1.258762762457211,0.367524057245312,0,0,0,0
01023,AL,Choctaw,199087.2679591837,190980.33364161852,-4.072050614119249,18.90847619188084,16.50005631061468,-2.408419881266159,31.942089080810547,27.88721466064453,-12.694456100463867,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311036457,63.12658956791882,-5.099453542445751,68.34369700395703,56.78929765886288,8.083663086489542,0,27.20632814147452,33.475353939882964,6.269025798408446,3.1603198495282,6.369005538426613,3.208685688898413,,,,113049.796875,88731.125,-21.5114688873291,2.947682281853598,2.543569610894678,-0.40411267095892,33.481211465729324,32.910875735643216,-0.570335730086107,3.318826903929844,3.309759047081447,-0.009067856848397,0.891238705211899,1.258762762457211,0.367524057245312,0,0,0,0
01025,AL,Clarke,404583.406307054,347058.4692165899,-14.218313503150995,18.90847619188084,16.50005631061468,-2.408419881266159,33.350563049316406,26.931169509887695,-19.248231887817383,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311036457,63.12658956791882,-5.099453542445751,60.064935064935064,53.25443786982249,7.345779220779221,3.229783037475345,27.20632814147452,33.475353939882964,6.269025798408446,3.1603198495282,6.369005538426613,3.208685688898413,30.088899612426758,33.364994049072266,10.888050079345703,76973.421875,101550.5234375,31.92933464050293,2.947682281853598,2.543569610894678,-0.40411267095892,33.481211465729324,32.910875735643216,-0.570335730086107,3.318826903929844,3.309759047081447,-0.009067856848397,0.891238705211899,1.258762762457211,0.367524057245312,0,0,0,0
01027,AL,Clay,181439.6724590164,116561.48776119403,-35.757441478228564,18.90847619188084,16.50005631061468,-2.408419881266159,19.744678497314453,12.449813842773438,-36.945980072021484,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311036457,63.12658956791882,-5.099453542445751,52.42013552758954,52.123356926188066,11.907066795740562,9.605662285136502,27.20632814147452,33.475353939882964,6.269025798408446,3.1603198495282,6.369005538426613,3.208685688898413,,,,104615.4765625,83847.2734375,-19.85194206237793,2.947682281853598,2.543569610894678,-0.40411267095892,33.481211465729324,32.910875735643216,-0.570335730086107,3.318826903929844,3.309759047081447,-0.009067856848397,0.891238705211899,1.258762762457211,0.367524057245312,0,0,0,0
01029,AL,Cleburne,157971.5238,141533.0975342466,-10.40594271064023,18.90847619188084,16.50005631061468,-2.408419881266159,23.725568771362305,17.9865779876709,-24.189054489135742,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311036457,63.12658956791882,-5.099453542445751,48.55751217684526,,10.228550018733609,,27.20632814147452,33.475353939882964,6.269025798408446,3.1603198495282,6.369005538426613,3.208685688898413,20.466106414794922,14.430442810058594,-29.49102020263672,61103.60546875,53583.84375,-12.306575775146484,2.947682281853598,2.543569610894678,-0.40411267095892,33.481211465729324,32.910875735643216,-0.570335730086107,3.318826903929844,3.309759047081447,-0.009067856848397,0.891238705211899,1.258762762457211,0.367524057245312,0,0,0,0
01031,AL,Coffee,306212.26293333335,276972.324140625,-9.548911762255017,18.90847619188084,16.50005631061468,-2.408419881266159,16.165163040161133,17.031654357910156,5.360238552093506,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311036457,63.12658956791882,-5.099453542445751,36.33523645373263,41.56994502138057,7.939243778950771,5.396049684382,27.20632814147452,33.475353939882964,6.269025798408446,3.1603198495282,6.369005538426613,3.208685688898413,23.05166244506836,21.849327087402344,-5.215829372406006,193768.421875,159640.546875,-17.612712860107422,2.947682281853598,2.543569610894678,-0.40411267095892,33.481211465729324,32.910875735643216,-0.570335730086107,3.318826903929844,3.309759047081447,-0.009067856848397,0.891238705211899,1.258762762457211,0.367524057245312,0,0,0,0
01033,AL,Colbert,263129.2794618834,166642.45873015875,-36.66897919115901,18.90847619188084,16.50005631061468,-2.408419881266159,22.532634735107422,15.697247505187988,-30.335498809814453,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311036457,63.12658956791882,-5.099453542445751,44.412811387900355,43.70926085352355,7.34282325029656,6.038617636207109,27.20632814147452,33.475353939882964,6.269025798408446,3.1603198495282,6.369005538426613,3.208685688898413,23.089128494262695,18.749486923217773,-18.7951717376709,139907.296875,113261.484375,-19.045333862304688,2.947682281853598,2.543569610894678,-0.40411267095892,33.481211465729324,32.910875735643216,-0.570335730086107,3.318826903929844,3.309759047081447,-0.009067856848397,0.891238705211899,1.258762762457211,0.367524057245312,0,0,0,0
01035,AL,Conecuh,137903.45450549453,192660.2677894737,39.7066291633742,18.90847619188084,16.50005631061468,-2.408419881266159,39.97648620605469,30.522361755371094,-23.649213790893555,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311036457,63.12658956791882,-5.099453542445751,81.27559976594499,61.31147540983607,3.335283791691047,0,27.20632814147452,33.475353939882964,6.269025798408446,3.1603198495282,6.369005538426613,3.208685688898413,,,,138156.515625,130550.9921875,-5.505005359649658,2.947682281853598,2.543569610894678,-0.40411267095892,33.481211465729324,32.910875735643216,-0.570335730086107,3.318826903929844,3.309759047081447,-0.009067856848397,0.891238705211899,1.258762762457211,0.367524057245312,0,0,0,0
01037,AL,Coosa,218925.34399999995,106860.97142857143,-51.18839624681761,18.90847619188084,16.50005631061468,-2.408419881266159,23.28809356689453,18.884445190429688,-18.909440994262695,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311036457,63.12658956791882,-5.099453542445751,64.99608457321848,,7.909162098668755,,27.20632814147452,33.475353939882964,6.269025798408446,3.1603198495282,6.369005538426613,3.208685688898413,,,,64989.2890625,54895.16015625,-15.531988143920898,2.947682281853598,2.543569610894678,-0.40411267095892,33.481211465729324,32.910875735643216,-0.570335730086107,3.318826903929844,3.309759047081447,-0.009067856848397,0.891238705211899,1.258762762457211,0.367524057245312,0,0,0,0
01039,AL,Covington,305199.15815384616,209586.83093990752,-31.32784762326964,18.90847619188084,16.50005631061468,-2.408419881266159,27.797616958618164,22.787933349609375,-18.021989822387695,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311036457,63.12658956791882,-5.099453542445751,47.01964133219471,49.554140127388536,5.943637916310846,6.496815286624204,27.20632814147452,33.475353939882964,6.269025798408446,3.1603198495282,6.369005538426613,3.208685688898413,22.461713790893555,19.956680297851562,-11.152459144592285,85397.1875,106574.375,24.798460006713867,2.947682281853598,2.543569610894678,-0.40411267095892,33.481211465729324,32.910875735643216,-0.570335730086107,3.318826903929844,3.309759047081447,-0.009067856848397,0.891238705211899,1.258762762457211,0.367524057245312,0,0,0,0
01041,AL,Crenshaw,167601.42074074075,138518.58655462184,-17.35237926837539,18.90847619188084,16.50005631061468,-2.408419881266159,27.707914352416992,24.289283752441406,-12.338101387023926,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311036457,63.12658956791882,-5.099453542445751,50.369725967812094,,9.351892127011745,,27.20632814147452,33.475353939882964,6.269025798408446,3.1603198495282,6.369005538426613,3.208685688898413,25.77839469909668,,,71658.78125,88526.453125,23.538875579833984,2.947682281853598,2.543569610894678,-0.40411267095892,33.481211465729324,32.910875735643216,-0.570335730086107,3.318826903929844,3.309759047081447,-0.009067856848397,0.891238705211899,1.258762762457211,0.367524057245312,0,0,0,0
01043,AL,Cullman,224490.19483870963,173747.71680539934,-22.603427321076293,18.90847619188084,16.50005631061468,-2.408419881266159,18.9764347076416,12.892474174499512,-32.06060791015625,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311036457,63.12658956791882,-5.099453542445751,44.75885249745955,43.13941588601118,8.918940045337294,8.48618436589782,27.20632814147452,33.475353939882964,6.269025798408446,3.1603198495282,6.369005538426613,3.208685688898413,22.228618621826172,18.026166915893555,-18.905590057373047,162473.015625,123863.796875,-23.763465881347656,2.947682281853598,2.543569610894678,-0.40411267095892,33.481211465729324,32.910875735643216,-0.570335730086107,3.318826903929844,3.309759047081447,-0.009067856848397,0.891238705211899,1.258762762457211,0.367524057245312,0,0,0,0
01045,AL,Dale,340056.25312072894,196266.0927272727,-42.28422770464595,18.90847619188084,16.50005631061468,-2.408419881266159,27.477279663085938,23.326087951660156,-15.1077241897583,84.02,86.898,0,1,0,0,0,1,1,1,68.22604311036457,63.12658956791882,-5.099453542445751,51.878546235239995,,6.517405305934673,,27.20632814147452,33.475353939882964,6.269025798408446,3.1603198495282,6.369005538426613,3.208685688898413,17.901012420654297,15.607748985290527,-12.810803413391113,112131.9453125,128246.2734375,14.37086296081543,2.947682281853598,2.543569610894678,-0.40411267095892,33.481211465729324,32.910875735643216,-0.570335730086107,3.318826903929844,3.309759047081447,-0.009067856848397,0.891238705211899,1.258762762457211,0.367524057245312,0,0,0,0
